"mode","seed","ncat","p11","p12","p13","p14","th10","th11","th12","th13","info","p21","p22","p23","p24","rmse_p","rmse_ii","rmse_iic","rmse_t","rmse_tt","th20","th21","th22","th23"
"P2G",1701,4,1,-1.60341369329408,-1.13879933211689,1.53491733548862,-1.10408124432629,-0.695566028383965,0.0738876451504209,1.08179396042948,0,0.7498,-0.7065,-1.8764,1.6843,0.00349690437509597,0.0350014102494222,0.0135867228875809,0.120648714525236,0.0356075445613845,-1.30190283262171,-0.642122892648182,0.104669505584769,0.958151828526254
"P2G",1701,4,1,-1.60341369329408,-1.13879933211689,1.53491733548862,-1.10408124432629,-0.695566028383965,0.0738876451504209,1.08179396042948,1,0.5428,-3.1644,0.1813,1.6208,0.0366304412639425,0.0385243635092186,0.0182098112668838,0.196190392850902,0.208443398715424,-1.08101065276251,-0.394313612098115,0.272867375490094,0.929858193117268
"P2G",1701,4,1,-1.60341369329408,-1.13879933211689,1.53491733548862,-1.10408124432629,-0.695566028383965,0.0738876451504209,1.08179396042948,2,0.7202,-1.4898,-1.3627,1.5853,0.00883944726215827,0.0196195995840944,0.00848847370731506,0.140730768800071,0.0365746072708651,-1.33355047809719,-0.642737743907495,0.108848738530453,0.931622850658731
"P2G",1701,4,1,-2.83194181435478,0.426470450826252,1.06254067784207,-1.44138470886033,-0.388670561133519,0.382791611838526,0.922869881315181,0,0.679,-3.4388,1.0922,0.3745,0.00237983826128476,0.0149074708022729,0.00814090888032654,0.120314150847317,0.0377786527256703,-1.21749262441549,-0.397803924289419,0.317997619194433,0.981968394782868
"P2G",1701,4,1,-2.83194181435478,0.426470450826252,1.06254067784207,-1.44138470886033,-0.388670561133519,0.382791611838526,0.922869881315181,1,0.6984,-2.9344,0.5447,1.027,0.0104648914129494,0.0061225716369905,0.00393161925414305,0.124454024945334,0.0333618947302326,-1.22637273169322,-0.411675118259589,0.329783702887062,1.03416237394201
"P2G",1701,4,1,-2.83194181435478,0.426470450826252,1.06254067784207,-1.44138470886033,-0.388670561133519,0.382791611838526,0.922869881315181,2,0.7113,-3.0856,0.4921,1.0445,0.0109171133033437,0.00644865939663728,0.00380544604091675,0.111301303957702,0.0424769957482615,-1.26490096789633,-0.431247946130182,0.32279118025475,1.03685463785174
"P2G",1701,4,1,0.0487127321259882,0.433460251207046,0.559424674667953,-0.548746150031392,0.126499674109948,0.261322390150579,0.749842774767895,0,0.4165,1.8614,1.6739,-2.5809,0.00263194727527159,0.00920617757563672,0.00641351029508206,0.112410164651439,0.128532378654601,-0.532047041552132,-0.0777969186564093,0.349779268186642,0.776368293726483
"P2G",1701,4,1,0.0487127321259882,0.433460251207046,0.559424674667953,-0.548746150031392,0.126499674109948,0.261322390150579,0.749842774767895,1,0.4019,2.1316,-1.24,0.1564,0.0158057480017667,0.0140836724139635,0.00789112041263916,0.129311935472959,0.147940071844618,-0.579912795597232,-0.123135981607138,0.319122337960873,0.765847532031034
"P2G",1701,4,1,0.0487127321259882,0.433460251207046,0.559424674667953,-0.548746150031392,0.126499674109948,0.261322390150579,0.749842774767895,2,0.433,0.9494,0.984,-1.0994,0.00934700405714045,0.00419805508889203,0.00398298309161693,0.12723706130752,0.143155592277361,-0.583620596355394,-0.107391065276606,0.343636986851632,0.795233096130971
"P2G",1701,4,1,-1.23928623843075,-0.0825501691750181,-0.0521993903231151,-0.983172855519029,-0.325725985312745,-0.0356353546434784,0.547646958738898,0,0.4816,-1.1428,4.0366,-4.5814,0.00399735414351278,0.019054565855071,0.00951892658761108,0.0800461616300014,0.0782202674622791,-0.902540197776467,-0.411225818153949,0.0694598845909299,0.575444364131211
"P2G",1701,4,1,-1.23928623843075,-0.0825501691750181,-0.0521993903231151,-0.983172855519029,-0.325725985312745,-0.0356353546434784,0.547646958738898,1,0.4447,-1.3876,-9.0646,8.4311,0.0857004369289864,0.0930384818620901,0.0298028475017366,0.343681528529488,0.245147378643617,-1.48333356398684,-0.748746852478679,0.00103967377766822,0.752623850477769
"P2G",1701,4,1,-1.23928623843075,-0.0825501691750181,-0.0521993903231151,-0.983172855519029,-0.325725985312745,-0.0356353546434784,0.547646958738898,2,0.4344,-1.3311,-1.3237,0.6313,0.0343975981106684,0.0408457090150849,0.0167880100920968,0.0929351432214422,0.103628997808701,-1.00512064217501,-0.488382994628488,0.0402567060807213,0.590648708502788
"P2G",1701,4,1,0.184562372258762,0.44474461218675,1.20006315865249,-0.506520684804994,0.165628107417398,0.418743919988183,0.969855153430576,0,0.4899,2.1341,-0.8019,0.6283,0.00263195733254693,0.0135711408983955,0.00782054075257443,0.085849690956661,0.0990650855457461,-0.512582457611141,0.00985073730623024,0.490681980038523,0.968352110748056
"P2G",1701,4,1,0.184562372258762,0.44474461218675,1.20006315865249,-0.506520684804994,0.165628107417398,0.418743919988183,0.969855153430576,1,0.592,0.3829,0.3857,1.9243,0.0189707408902307,0.00325135727044654,0.0098962431217661,0.18126760237659,0.143558474112435,-0.582259922030386,0.0553172800239575,0.641586078989227,1.2225768109146
"P2G",1701,4,1,0.184562372258762,0.44474461218675,1.20006315865249,-0.506520684804994,0.165628107417398,0.418743919988183,0.969855153430576,2,0.5233,0.7555,0.2921,1.0174,0.0115058877898728,0.0061097255353569,0.00458350804469127,0.107382726022005,0.111251381002817,-0.556737286928603,0.0113124050665839,0.534144411031665,1.05030316731361
"P2G",1701,4,1,0.127933243076426,0.593024107472919,0.849890952080784,-0.523968690676856,0.188303219681142,0.377120958726069,0.849684673661289,0,0.4608,1.5303,1.0585,-1.0897,0.00300305329014265,0.0140767818197106,0.00837094233425431,0.108080280223037,0.121717622267823,-0.508265389513542,-0.0111952921707937,0.445281669406494,0.894776308288323
"P2G",1701,4,1,0.127933243076426,0.593024107472919,0.849890952080784,-0.523968690676856,0.188303219681142,0.377120958726069,0.849684673661289,1,0.5211,0.6613,0.0208,1.2004,0.0188175321697656,0.002480729637981,0.00928684271090981,0.155552849834165,0.143833353594866,-0.594453840853347,-0.030627770704398,0.496004608854437,1.02217959866397
"P2G",1701,4,1,0.127933243076426,0.593024107472919,0.849890952080784,-0.523968690676856,0.188303219681142,0.377120958726069,0.849684673661289,2,0.4765,0.6284,0.9265,-0.1251,0.0110031558569911,0.00598071746790527,0.00469914436015909,0.12738232883518,0.138355058064559,-0.565620510597974,-0.0414925492553332,0.445093533011855,0.925472472276974
"P2G",1701,4,1,-1.66946155825483,0.126680641376588,1.40599761611697,-1.12532677047942,-0.347133751871672,0.371638957937422,1.03922171241964,0,0.7993,-1.6562,0.2326,1.2288,0.00152183807918514,0.0159881246141195,0.00734321877274708,0.0357492885901072,0.00797136696179353,-1.14075969740775,-0.360939622950851,0.371800195227772,1.10765593800524
"P2G",1701,4,1,-1.66946155825483,0.126680641376588,1.40599761611697,-1.12532677047942,-0.347133751871672,0.371638957937422,1.03922171241964,1,0.8562,-1.9377,0.0699,1.7431,0.00975791922629561,0.00398972375812253,0.00572006190174568,0.125625247911943,0.0436802670769261,-1.26162929183079,-0.411635233255331,0.411179520592096,1.23626114281181
"P2G",1701,4,1,-1.66946155825483,0.126680641376588,1.40599761611697,-1.12532677047942,-0.347133751871672,0.371638957937422,1.03922171241964,2,0.82,-1.8214,0.1038,1.5737,0.00652903575784907,0.00551336840004915,0.00458648745512919,0.0829878611348085,0.0275698595076375,-1.20425249706704,-0.390634828075355,0.3913353492042,1.17720134354584
"P2G",1701,4,1,-0.683015891334755,-0.496421215190855,0.251778708542598,-0.792209414425659,-0.309613209429681,-0.062963443379156,0.646103698152867,0,0.5023,1.4471,-1.7819,-0.4579,0.00397669620970399,0.0223312986072175,0.0111363437949903,0.094041849005316,0.100591686796694,-0.855741937242386,-0.379403700851235,0.0966778722786343,0.614750330804455
"P2G",1701,4,1,-0.683015891334755,-0.496421215190855,0.251778708542598,-0.792209414425659,-0.309613209429681,-0.062963443379156,0.646103698152867,1,0.4047,-3.1196,3.3159,-1.3925,0.0485661278621552,0.0581626768777547,0.0221292917092099,0.19871705188661,0.21205350519458,-0.76059001225638,-0.222122046405202,0.293751237547417,0.794609634238122
"P2G",1701,4,1,-0.683015891334755,-0.496421215190855,0.251778708542598,-0.792209414425659,-0.309613209429681,-0.062963443379156,0.646103698152867,2,0.508,0.1506,-0.8354,0.0438,0.0113681858489146,0.00916055761681699,0.00705749613598796,0.115169221447375,0.123876141467559,-0.867062694173562,-0.358901019516612,0.145858507218732,0.683745290992277
"P2G",1701,4,1,0.0942909777492569,0.841045215808977,1.139784701832,-0.534439728584484,0.239988295471109,0.513133410639247,0.949310775649861,0,0.5546,0.7813,1.4608,-0.3018,0.00393002358067918,0.0297932925702752,0.0129868507325232,0.108948363927029,0.106128972766805,-0.512660263900608,0.0666820601844639,0.574411672628162,1.06426538558777
"P2G",1701,4,1,0.0942909777492569,0.841045215808977,1.139784701832,-0.534439728584484,0.239988295471109,0.513133410639247,0.949310775649861,1,0.5956,0.2004,0.4013,1.7558,0.0199306691606747,0.00341128185689386,0.0124068789157513,0.174243362305358,0.138974888531956,-0.618510816304036,0.0168494782743348,0.603417003763542,1.18686706479445
"P2G",1701,4,1,0.0942909777492569,0.841045215808977,1.139784701832,-0.534439728584484,0.239988295471109,0.513133410639247,0.949310775649861,2,0.5415,0.1729,1.2192,0.5152,0.0119853719876753,0.01141951645088,0.00714669229400368,0.131595023169889,0.129955593207405,-0.574269982392087,0.0193604795018744,0.557728650725055,1.07976069997445
"P2G",1701,4,1,-1.2962157712798,0.456785988985529,0.836484721966712,-1.00242124038964,-0.190951136295352,0.33733993753271,0.84506289243056,0,0.6374,-1.3788,1.4427,-0.2829,0.00377939068239434,0.0308838191246444,0.0123162718915562,0.0706564119567912,0.0346869604406834,-0.905229883739472,-0.250857975989721,0.341892544662017,0.928210945451001
"P2G",1701,4,1,-1.2962157712798,0.456785988985529,0.836484721966712,-1.00242124038964,-0.190951136295352,0.33733993753271,0.84506289243056,1,0.7584,-1.9396,-0.0942,1.3075,0.0265832732953909,0.00741004416506815,0.0145037890256518,0.19752945339445,0.155002588449869,-1.21699344476658,-0.454379390158908,0.285542617670802,1.03987793718733
"P2G",1701,4,1,-1.2962157712798,0.456785988985529,0.836484721966712,-1.00242124038964,-0.190951136295352,0.33733993753271,0.84506289243056,2,0.6462,-1.4398,0.5624,0.6667,0.0120257055455306,0.0167739526387258,0.00871567068173553,0.080050098241254,0.0617490228654908,-0.966050762856478,-0.297577053216135,0.328988930687364,0.95851083557286
"P2G",1701,4,1,0.00946952877470287,0.277708499827166,1.91466583762641,-0.561170853280914,0.0756658627056986,0.502938366481851,1.20177419016545,0,0.5529,1.6894,-1.2662,2.1685,0.00290179408066853,0.0173753711968942,0.00816229936098957,0.0640934088334185,0.0495743382287658,-0.576142723705206,0.00269717611699726,0.548197794339261,1.10778026330266
"P2G",1701,4,1,0.00946952877470287,0.277708499827166,1.91466583762641,-0.561170853280914,0.0756658627056986,0.502938366481851,1.20177419016545,1,0.7084,-0.2093,0.7919,2.7516,0.0248802628470896,0.00631733349918055,0.0118773230631387,0.204487700602967,0.16101260835687,-0.665507265455135,0.0834426625200202,0.781711933260153,1.48213041309713
"P2G",1701,4,1,0.00946952877470287,0.277708499827166,1.91466583762641,-0.561170853280914,0.0756658627056986,0.502938366481851,1.20177419016545,2,0.5964,0.4245,-0.0231,2.1821,0.0118051957895662,0.0114261309918716,0.00616449320376559,0.0661026682011624,0.0678033794973284,-0.621804372015655,0.00835832177739439,0.599175520159424,1.19862259290065
"P2G",1701,4,1,-1.12190686607833,-0.555400536215002,-0.324189223028158,-0.943201517565632,-0.431847687225738,-0.231293674679024,0.464515708851466,0,0.458,-0.1636,0.6766,-2.6082,0.00230929155096372,0.0104680086774743,0.00678153316995942,0.102686080026804,0.118429078316775,-0.953246584566423,-0.499852009413854,-0.0377691234287569,0.465209236898451
"P2G",1701,4,1,-1.12190686607833,-0.555400536215002,-0.324189223028158,-0.943201517565632,-0.431847687225738,-0.231293674679024,0.464515708851466,1,0.5462,-1.8094,-0.1693,-0.8572,0.0177655690966794,0.00261358379352288,0.00951176898906511,0.173167960391164,0.144927702141829,-1.17398901373056,-0.629668915779074,-0.0767657546193114,0.525125816042698
"P2G",1701,4,1,-1.12190686607833,-0.555400536215002,-0.324189223028158,-0.943201517565632,-0.431847687225738,-0.231293674679024,0.464515708851466,2,0.4887,-0.6726,-0.413,-1.0935,0.0108988888239305,0.00470541527650579,0.00367962705450337,0.119841236324203,0.127785001010903,-1.02423037420999,-0.53549215790077,-0.0357307867156844,0.508047221984974
"P2G",1701,4,1,-1.52787800867667,-0.818883608174329,-0.673519673710702,-1.07948970918005,-0.592627413973755,-0.390640951790083,0.36661377926641,0,0.4563,-0.8916,1.3206,-3.6289,0.00200709221815217,0.00901570622609007,0.00586310546997095,0.117876718709118,0.135946348574849,-1.09106575476578,-0.635432735421749,-0.159098442672995,0.36781766904888
"P2G",1701,4,1,-1.52787800867667,-0.818883608174329,-0.673519673710702,-1.07948970918005,-0.592627413973755,-0.390640951790083,0.36661377926641,1,0.4753,-2.2325,11.495,-13.2878,0.0108890590223526,0.00720470440286677,0.00829943962583715,0.123135260604567,0.127969046648755,-1.18635776716503,-0.7005326599085,-0.197031322379932,0.356605927420867
"P2G",1701,4,1,-1.52787800867667,-0.818883608174329,-0.673519673710702,-1.07948970918005,-0.592627413973755,-0.390640951790083,0.36661377926641,2,0.4887,-1.2837,-0.322,-1.7233,0.00947211860729313,0.00471314821278938,0.00359153769659926,0.129652797825427,0.139099248411565,-1.16842097489416,-0.678783671004452,-0.165645613837388,0.402458153836793
"P2G",1701,4,1,-1.85188025323103,0.486343733489773,1.04970821343659,-1.1825945269609,-0.276592493280529,0.396280151546395,0.91846700917106,0,0.6815,-2.0973,1.191,0.2861,0.00304002598091338,0.0243217612545595,0.0104824398412469,0.0809040785979387,0.0261746690070254,-1.05031890970278,-0.30593702684005,0.361722399260458,0.999889984560243
"P2G",1701,4,1,-1.85188025323103,0.486343733489773,1.04970821343659,-1.1825945269609,-0.276592493280529,0.396280151546395,0.91846700917106,1,0.7664,-2.0811,0.2868,1.5455,0.0186517357710895,0.00981408289382761,0.0092407586338309,0.1292328154303,0.0540301963121535,-1.18614100930792,-0.369960952132621,0.402613968103158,1.1593697249269
"P2G",1701,4,1,-1.85188025323103,0.486343733489773,1.04970821343659,-1.1825945269609,-0.276592493280529,0.396280151546395,0.91846700917106,2,0.6984,-2.0089,0.5499,1.0128,0.011089735207027,0.0132428627473486,0.00668707278942683,0.0854338101822936,0.0415491271026764,-1.09223507162866,-0.339176951955897,0.360753043286725,1.04437142780732
"P2G",1701,4,1,-0.668267707688467,0.387390220962594,1.21900151170386,-0.787141181871378,-0.0703700027629173,0.406848824394094,0.976290776193854,0,0.6732,-0.388,0.5055,0.7898,0.00259988138791095,0.0271615517012712,0.0106360871487196,0.0531502214623354,0.0454158354521983,-0.780899086633432,-0.135413707614572,0.45108806928632,1.04751595491289
"P2G",1701,4,1,-0.668267707688467,0.387390220962594,1.21900151170386,-0.787141181871378,-0.0703700027629173,0.406848824394094,0.976290776193854,1,0.7369,-0.9975,0.3004,1.6426,0.0160213686945191,0.00409370011862297,0.00897270831687181,0.150436398797726,0.0903140927474891,-0.933268290750663,-0.20618333975609,0.484467401688355,1.18771783769992
"P2G",1701,4,1,-0.668267707688467,0.387390220962594,1.21900151170386,-0.787141181871378,-0.0703700027629173,0.406848824394094,0.976290776193854,2,0.6804,-0.7644,0.4752,1.2548,0.00944157508276178,0.0102302218296312,0.00629222211555306,0.0925675099178859,0.064850936041482,-0.842692292651523,-0.160877680610225,0.473371692394935,1.11257033425123
"P2G",1701,4,1,-0.788894055937744,-0.13044968814064,0.540388345274504,-0.828658428119967,-0.237318397222614,0.106021574912921,0.743342809783855,0,0.5689,-0.1038,-0.1257,-0.1472,0.00288515912074353,0.021992672689262,0.0102854344707,0.0621688176149648,0.0704880352156509,-0.851387114757297,-0.315764725548843,0.199572966660036,0.749471840100677
"P2G",1701,4,1,-0.788894055937744,-0.13044968814064,0.540388345274504,-0.828658428119967,-0.237318397222614,0.106021574912921,0.743342809783855,1,0.642,-1.1228,-0.1015,0.776,0.0182532303898407,0.00377078876219268,0.00818588299277747,0.144951386805891,0.109280557891403,-0.997472072257029,-0.36747406452037,0.243448731142849,0.883766635047946
"P2G",1701,4,1,-0.788894055937744,-0.13044968814064,0.540388345274504,-0.828658428119967,-0.237318397222614,0.106021574912921,0.743342809783855,2,0.5861,-0.664,-0.1609,0.4396,0.010948953297388,0.00776732000330956,0.00554049407547104,0.0932431708122414,0.0880913671181847,-0.912121222860102,-0.336764296748253,0.221740112536712,0.810654403320162
"P2G",1701,4,1,1.3779303157522,1.58069370525721,1.58662152108492,-0.206579515940247,0.752199792765944,0.802133409480723,1.09864054561887,0,0.3689,5.1761,4.3255,-5.0876,0.00159700455693778,0.0036843268047544,0.0033953156184346,0.235171708887944,0.270353500773662,-0.198293433983451,0.289159547785585,0.732371115436935,1.14201364038033
"P2G",1701,4,1,1.3779303157522,1.58069370525721,1.58662152108492,-0.206579515940247,0.752199792765944,0.802133409480723,1.09864054561887,1,0.3674,3.5253,8.1362,-7.5164,0.00585818393443142,0.00112746457745742,0.00269642529905776,0.254480665791947,0.293473690750024,-0.229323346501967,0.254677545815219,0.697960307019366,1.11063778412228
"P2G",1701,4,1,1.3779303157522,1.58069370525721,1.58662152108492,-0.206579515940247,0.752199792765944,0.802133409480723,1.09864054561887,2,0.3787,2.8698,4.8808,-3.4697,0.00868679448314852,0.00230761529687442,0.00213920203299123,0.248129780402349,0.284474337285929,-0.235871737823234,0.265662114326922,0.724300041430948,1.15000757497064
"P2G",1701,4,1,0.322888708060086,0.369747270328404,0.943563940924309,-0.464899943713476,0.182806332439791,0.339502422491252,0.881967055655882,0,0.4199,4.9513,-3.0437,-0.0957,0.00248755497339716,0.00877702122556214,0.00602467792348165,0.106089669163522,0.12179719827836,-0.474486707128055,-0.0086109325257575,0.428176563019839,0.861363826424502
"P2G",1701,4,1,0.322888708060086,0.369747270328404,0.943563940924309,-0.464899943713476,0.182806332439791,0.339502422491252,0.881967055655882,1,0.4012,2.3777,-0.6076,0.2549,0.00850194281677137,0.0137056500416188,0.00599488683242193,0.106233948852424,0.122570031772044,-0.473109639277831,-0.0035582261371171,0.441180784851361,0.879737618942424
"P2G",1701,4,1,0.322888708060086,0.369747270328404,0.943563940924309,-0.464899943713476,0.182806332439791,0.339502422491252,0.881967055655882,2,0.4496,1.9331,-0.3281,0.3748,0.00908227279500787,0.00447952079065194,0.00424637368478032,0.115117909312742,0.128020514356829,-0.495011753615555,0.00721757733819979,0.47491418479584,0.936133971702553
"P2G",1701,4,1,-0.0640543914627885,0.25895232735461,0.743426708569728,-0.584700855793585,0.0512811159039194,0.261057185884402,0.812994942398369,0,0.4657,1.698,-0.2859,-0.4328,0.00258016282652177,0.0121956341595567,0.00765414863633894,0.0897486350108481,0.103556887420696,-0.586974336109363,-0.100335838175998,0.356892388353624,0.819476796740072
"P2G",1701,4,1,-0.0640543914627885,0.25895232735461,0.743426708569728,-0.584700855793585,0.0512811159039194,0.261057185884402,0.812994942398369,1,0.5384,0.2227,0.0618,1.0207,0.0183550674614883,0.00275656116652379,0.0072910011639674,0.147760103237731,0.133426162673153,-0.672654206800853,-0.103767642810585,0.432426684565293,0.974824413833097
"P2G",1701,4,1,-0.0640543914627885,0.25895232735461,0.743426708569728,-0.584700855793585,0.0512811159039194,0.261057185884402,0.812994942398369,2,0.4912,0.5852,0.2235,0.2154,0.0108316711676046,0.00521818642143351,0.00406830147989102,0.108897102101714,0.1165348720089,-0.6329138734053,-0.109803657553757,0.382682943610639,0.879091017433011
"P2G",1701,4,1,-0.705597603239247,-0.159785620854465,1.08282098873199,-0.799974738473705,-0.224932129082809,0.225912214544726,0.929822646296268,0,0.6257,0.0989,-0.7168,0.9427,0.00307167589652399,0.025834561234069,0.0108819430716131,0.0500019552859943,0.0464416134388911,-0.849887012166693,-0.268993125441002,0.293210795334706,0.897587933825634
"P2G",1701,4,1,-0.705597603239247,-0.159785620854465,1.08282098873199,-0.799974738473705,-0.224932129082809,0.225912214544726,0.929822646296268,1,0.7201,-1.0132,0.124,1.6144,0.0201738100246944,0.00466995966992881,0.0106925821256852,0.167077928482543,0.121759514234142,-0.954131611226909,-0.245751808018435,0.435775691330516,1.13819648680275
"P2G",1701,4,1,-0.705597603239247,-0.159785620854465,1.08282098873199,-0.799974738473705,-0.224932129082809,0.225912214544726,0.929822646296268,2,0.6426,-0.6312,-0.1824,1.1847,0.0110602217733223,0.0109538036763349,0.00690961202032502,0.0804198585874151,0.0694421159832576,-0.897200696295661,-0.269145482120064,0.337768380355555,0.973980378685806
"P2G",1701,4,1,-0.945948457435694,-0.118116851959692,1.36780660759481,-0.882788257004701,-0.271085703528304,0.295660500744372,1.02647124954355,0,0.6993,-0.5099,-0.4143,1.3184,0.00233218017897242,0.0227039778439255,0.00958563416586703,0.0350258832657089,0.0256397922041684,-0.93399582686661,-0.291209356702208,0.335248824979622,1.0087840239219
"P2G",1701,4,1,-0.945948457435694,-0.118116851959692,1.36780660759481,-0.882788257004701,-0.271085703528304,0.295660500744372,1.02647124954355,1,0.791,-1.2686,0.1202,1.8727,0.0167559319597348,0.00472291491737476,0.00934592100112734,0.158422077555599,0.098001478689792,-1.0489522592852,-0.282421892681161,0.465025078775458,1.23615404210913
"P2G",1701,4,1,-0.945948457435694,-0.118116851959692,1.36780660759481,-0.882788257004701,-0.271085703528304,0.295660500744372,1.02647124954355,2,0.7189,-1.0282,-0.0961,1.5103,0.00942340330167702,0.00904548006348816,0.00600438470963012,0.0748818114292826,0.0483482353963674,-0.994476544177046,-0.301531503569345,0.373671454191235,1.08071342540702
"P2G",1701,4,1,-2.12188688117145,-0.159552693984459,0.667237512280616,-1.26288693915861,-0.496073458504833,0.129784642941882,0.786787259771354,0,0.706,-2.2725,0.2246,0.2255,0.00209484053996272,0.0171222246357782,0.00850970637175081,0.0261181492360221,0.0161428033634638,-1.2302253688287,-0.522683031847075,0.138369566228565,0.81645344254485
"P2G",1701,4,1,-2.12188688117145,-0.159552693984459,0.667237512280616,-1.26288693915861,-0.496073458504833,0.129784642941882,0.786787259771354,1,0.7707,-2.4024,-0.2946,0.9246,0.0139865142690005,0.00585472453146049,0.00541316597307746,0.0962648955759996,0.0548652628476941,-1.36061109998372,-0.586493382745965,0.159022093279893,0.922754600224935
"P2G",1701,4,1,-2.12188688117145,-0.159552693984459,0.667237512280616,-1.26288693915861,-0.496073458504833,0.129784642941882,0.786787259771354,2,0.7451,-2.3044,-0.2378,0.762,0.0110175825508694,0.00688216972053104,0.0046523598424717,0.0665764904651961,0.0446313444301722,-1.31640072340671,-0.572158720255158,0.143455914328206,0.881074695356179
"P2G",1701,4,1,0.258138352678068,0.791799042557291,2.12358838516018,-0.48419995969248,0.272681503386938,0.688335523146171,1.26337389962874,0,0.6137,1.1492,0.08,2.1166,0.00221628205083136,0.0170974720946636,0.00800556731266217,0.0646590726082776,0.0697104615794437,-0.484915331899717,0.164478347001444,0.741914645097482,1.30967752328821
"P2G",1701,4,1,0.258138352678068,0.791799042557291,2.12358838516018,-0.48419995969248,0.272681503386938,0.688335523146171,1.26337389962874,1,0.7327,0.1417,1.0908,3.0164,0.0173702494274473,0.00455998937636065,0.00923715696678616,0.226923918587218,0.144479225641734,-0.561736281707162,0.223051084962004,0.9336099847052,1.63397238606688
"P2G",1701,4,1,0.258138352678068,0.791799042557291,2.12358838516018,-0.48419995969248,0.272681503386938,0.688335523146171,1.26337389962874,2,0.6493,0.3447,0.8213,2.2877,0.0119390568781833,0.00683269259692825,0.00410262441328024,0.109316846042766,0.0883264582561148,-0.541258616431473,0.161588079681144,0.793516038896629,1.40877098117402
"P2G",1701,4,1,-0.478377926135421,0.167459957808608,1.41412042583361,-0.722229428309519,-0.0805627180319292,0.384791064101803,1.04192594755044,0,0.6345,0.1871,-0.2766,1.2974,0.00257473819135138,0.0218125252312033,0.0096436112455071,0.0397698110571588,0.0439045973044343,-0.744820833409547,-0.134814652177318,0.438078667114867,1.03615196207234
"P2G",1701,4,1,-0.478377926135421,0.167459957808608,1.41412042583361,-0.722229428309519,-0.0805627180319292,0.384791064101803,1.04192594755044,1,0.7412,-0.7265,0.4198,2.0396,0.0186743646597032,0.0044278839820479,0.00987587753109488,0.177404804156458,0.119060483451714,-0.849420613996936,-0.111039185905188,0.588745424352419,1.30112869498056
"P2G",1701,4,1,-0.478377926135421,0.167459957808608,1.41412042583361,-0.722229428309519,-0.0805627180319292,0.384791064101803,1.04192594755044,2,0.6625,-0.4764,0.2116,1.5305,0.0112047642085632,0.00852446069252686,0.00572765594811977,0.0811226867856476,0.0667576938696852,-0.802832854443106,-0.140579492801372,0.48362302157847,1.12228066034577
"P2G",1701,4,1,-0.860940420551321,-0.586153809901679,2.73506025705287,-0.853493940190924,-0.378024032552324,0.339170191833828,1.42018545024643,0,0.5772,0.7742,-2.2064,3.6922,0.00271362229750215,0.0147056819374703,0.00684850757895101,0.182090709476144,0.0530272381137883,-0.887621427302248,-0.28716871796496,0.352622914872688,1.0694323225517
"P2G",1701,4,1,-0.860940420551321,-0.586153809901679,2.73506025705287,-0.853493940190924,-0.378024032552324,0.339170191833828,1.42018545024643,1,0.6046,-0.5345,-1.0652,2.7418,0.0123821553477214,0.00882485642723927,0.00560838799310434,0.190709886893977,0.0305385383217284,-0.959051382722845,-0.325151778624736,0.337643190491435,1.05749982440211
